CUSTOMER;PRODUCT;TRANSACTION TYPE;YEAR;GROUP TYPE;PROSPECT TYPE;STRATEGIC INITIATIVE;SALES TYPE;PROJECT MANAGER;HANGAR;LINE;UNIT;AMS;AREA;COUNTRY;REGION;AC/ENG/APU/COMP;AC-REG;MAINTENANCE EVENT;MARKET SHARE;SALES PLAN;Sales Updated;REMARKS;SO NUMBER;START DATE;TAT;END DATE;SALES LEVEL;STATUS;CANCEL REASON;DETAILED CANCEL REASON
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-07-01;31;2023-07-31;3;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-08-01;31;2023-08-31;3;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-09-01;30;2023-09-30;3;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-10-01;31;2023-10-31;3;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-11-01;30;2023-11-30;3;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-12-01;31;2023-12-31;3;Open;;
Young Aviation;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;engine cfm56-3;721607;Engine Repair;;500000;500000;menunggu esn 860222 selesai;;2023-06-30;90;2023-09-28;2;Open;;
Young Aviation;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;Engine Repair;;500000;500000;;;2023-05-01;35;2023-06-04;2;Open;;
Aeroeagle;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;JT;III;;;CFM56-3;TBD;Performance restoration;;1000000;1000000;TBD;;2023-09-01;90;2023-11-30;3;Open;;
Aerotranscargo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AK;III;;;;ER-BBJ;;;700000;700000;;;2023-05-04;30;2023-06-03;1;Open;;
Aerotranscargo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AK;III;;;;TBA1;;;500000;500000;;;2023-06-01;30;2023-07-01;4;Open;;
Aerotranscargo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AK;III;;;;TBA2;;;500000;500000;;;2023-09-01;30;2023-10-01;4;Open;;
Aerotranscargo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AK;III;;;B747-400;ER-JAI;C-Check;;700000;700000;induction date 27 Februari 2023;;2023-02-28;33;2023-04-02;1;Closed - In;;
Aerotranscargo;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AK;III;;;B747-400;ER-BBC;C-CHECK;;500000;700000;;;2023-01-10;40;2023-02-19;1;Closed - In;;
Air Atlanta Icelandic;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;JD;III;;;B747-400;TF-AMB;C1, C3, D1, A1,2,3,4 and 18 mts check, clearing AD notes and more.;;800000;800000;;;2023-07-10;30;2023-08-09;1;Open;;
Air Atlanta Icelandic;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;JD;III;;;B747-400;TF-AMB;C1, C3, D1, A1, A2, A3, A4 and 18 mts check, clearing AD notes and more.;;800000;800000;;;2023-07-10;30;2023-08-09;1;Cancelled;Missed Plan;Double input
Air Atlanta Icelandic;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;JD;III;;;B747-400;TF-AMJ;C1, A1, A2, A3, A4 and 18 mts check, clearing AD notes and more.;;700000;700000;;;2023-07-01;30;2023-07-31;2;Open;;
Air Atlanta Icelandic;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;JD;III;;;B747-400;TF-AMN;C1, C2, C3, D1, D2, A1, A2, A3, A4 and 18 mts check, clearing AD notes and more.;;1000000;800000;;;2023-05-01;30;2023-05-31;2;Open;;
Air Atlanta Icelandic;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;JD;III;;;B747-400;TF-AMP;C1, A1, A2, A3, A4 and 18 mts check, clearing AD notes and more.;;700000;700000;;;2023-08-10;30;2023-09-09;2;Open;;
Al-Baraka;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;RM;III;;;B737-800;TBA;C check;;300000;300000;;;2023-05-23;14;2023-06-06;4;Open;;
Al-Hayya;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;RM;III;;;B737NG;TBA;C check;;300000;300000;;;2023-06-05;14;2023-06-19;4;Open;;
ASL Belgium;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;JD;III;;;A330;OE-IFK;C Check;;500000;500000;;;2023-12-10;30;2024-01-09;4;Cancelled;Internal Customer;Duplicate data caused by Data Migration
ASL Belgium;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;JD;III;;;;OE-ILC;;;500000;500000;;;2023-08-15;30;2023-09-14;4;Open;;
CFM International;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;JT;III;;;CFM56-5B;N/A;N/A;;400000;400000;- [Oct 2022] Engine maintenance contract is not an offload scheme. Contract directly between Citilink and CFM.;;2023-03-12;45;2023-04-26;4;Cancelled;Internal Customer;- [Oct 2022] Engine maintenance contract is not an offload scheme. Contract directly between Citilink and CFM.
CFM International;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;JT;III;;;CFM56-5B;N/A;N/A;;400000;400000;- [Oct 2022] Engine maintenance contract is not an offload scheme. Contract directly between Citilink and CFM.;;2023-05-04;45;2023-06-18;4;Cancelled;Internal Customer;- [Oct 2022] Engine maintenance contract is not an offload scheme. Contract directly between Citilink and CFM.
CFM International;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;JT;III;;;CFM56-5B;N/A;N/A;;400000;400000;- [Oct 2022] Engine maintenance contract is not an offload scheme. Contract directly between Citilink and CFM.;;2023-06-06;45;2023-07-21;4;Cancelled;Internal Customer;- [Oct 2022] Engine maintenance contract is not an offload scheme. Contract directly between Citilink and CFM.
CFM International;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;JT;III;;;CFM56-5B;N/A;N/A;;400000;400000;- [Oct 2022] Engine maintenance contract is not an offload scheme. Contract directly between Citilink and CFM.;;2023-01-08;45;2023-02-22;4;Cancelled;Internal Customer;- [Oct 2022] Engine maintenance contract is not an offload scheme. Contract directly between Citilink and CFM.
CFM International;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;JT;III;;;CFM56-5B;N/A;N/A;;400000;400000;- [Oct 2022] Engine maintenance contract is not an offload scheme. Contract directly between Citilink and CFM.;;2023-02-10;45;2023-03-27;4;Cancelled;Internal Customer;- [Oct 2022] Engine maintenance contract is not an offload scheme. Contract directly between Citilink and CFM.
Fly Meta (Atlanta);Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AK;III;;;B747-400;TF-WFF;C-check;;700000;700000;;;2023-03-10;30;2023-04-09;1;Open;;
Flynas;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;RM;III;;;;;;;200000;200000;;;2023-05-01;14;2023-05-15;4;Open;;
Griffon Aviation Services;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;RM;III;;;CFM56-7B;661629;1st SV;;500000;500000;;;2023-03-01;90;2023-05-30;4;Open;;
Griffon Aviation Services;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;RM;III;;;CFM56-7B;661439;1st SV;;500000;500000;;;2023-05-01;90;2023-07-30;4;Open;;
Griffon Aviation Services;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;RM;III;;;CFM56-7B;862511;1st SV;;500000;500000;;;2023-07-01;90;2023-09-29;4;Open;;
Griffon Aviation Services;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;RM;III;;;CFM56-7B;658910;1st SV;;500000;500000;;;2023-09-01;90;2023-11-30;4;Open;;
Griffon Aviation Services;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;RM;III;;;CFM56-7B;661426;1st SV;;500000;500000;;;2023-10-01;90;2023-12-30;4;Open;;
Iraqi Airways;Airframe;TMB Project;2023;NGA;Organic;;Additional;;;;;RM;III;;;B777-200;YI-AQZ;C check;;500000;500000;;;2023-10-17;14;2023-10-31;4;Open;;
KLM Royal Dutch;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;JD;III;;;A330;PH-AKA;D1+IL 2 +CO2;;700000;700000;;;2023-01-30;30;2023-03-01;3;Cancelled;Internal Customer;Duplicate caused by data migration
KLM Royal Dutch;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;JD;III;;;AC;PH-AKA;D + 1L + C02;;1000000;1569500;Harga approved, Supplemental Agreement process for signing;;2023-01-30;50;2023-03-21;1;Closed - Sales;;
Martinair;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;JD;III;;;;PH-AOE;;;700000;700000;;;2023-07-31;30;2023-08-30;3;Open;;
Quick Link Aviation;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AK;III;;;B747-400;9H-MSK;C-Check;;700000;700000;;;2023-02-01;30;2023-03-03;1;Closed - In;;
ROM Cargo Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AK;III;;;;;;;500000;500000;;;2023-10-02;30;2023-11-01;4;Open;;
Sky One;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AK;III;;;;YR-FSB;;;700000;700000;;;2023-06-01;30;2023-07-01;4;Open;;
Tarco Aviation;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;RM;III;;;;;Minor Repair;;500000;500000;;;2023-07-01;90;2023-09-29;3;Open;;
Transcarga;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AK;III;;;;;;;500000;500000;;;2023-06-01;30;2023-05-08;4;Open;;
UR Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;RM;III;;;B737-800;TBA;C check;;300000;300000;;;2023-04-18;20;2023-05-08;4;Open;;
Citilink Indonesia;Airframe;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;A320 PK-GQL;PK-GTA;6 YEARS INSPECTION;;250000;250000;;;2023-01-29;25;2023-02-23;1;Closed - Sales;;
Citilink Indonesia;Airframe;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLP;ALL L/G CHANGE;;50000;50000;;;2023-02-07;4;2023-02-10;1;Open;;
Citilink Indonesia;Airframe;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GTC;6 YEARS INSPECTION;;250000;250000;;;2023-02-13;25;2023-03-09;1;Open;;
Citilink Indonesia;Airframe;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLQ;ALL L/G CHANGE;;50000;50000;;;2023-02-22;4;2023-02-25;1;Open;;
Citilink Indonesia;Airframe;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GQU;6 YEARS INSPECTION;;250000;250000;;;2023-03-07;25;2023-03-31;1;Open;;
Citilink Indonesia;Airframe;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GTD;6 YEARS INSPECTION;;250000;250000;;;2023-04-30;25;2023-05-24;1;Open;;
Citilink Indonesia;Airframe;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GTE;6 YEARS INSPECTION;;250000;250000;;;2023-05-03;25;2023-05-27;1;Open;;
Citilink Indonesia;Airframe;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GTF;C02-CHECK + 6 YEARS INSPECTION;;250000;250000;;;2023-10-01;33;2023-11-02;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLP;LDG OVH;;300000;300000;;;2023-03-02;100;2023-06-09;2;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLQ;LDG OVH;;300000;300000;;;2023-03-20;100;2023-06-27;2;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLR;LDG OVH;;300000;300000;;;2023-03-31;100;2023-07-08;2;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLS;LDG OVH;;300000;300000;;;2023-03-28;100;2023-07-05;2;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLT;LDG OVH;;300000;300000;;;2023-05-01;100;2023-08-08;2;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLU;LDG OVH;;300000;300000;;;2023-04-28;100;2023-08-05;2;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLV;LDG OVH;;300000;300000;;;2023-05-04;100;2023-08-11;2;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLW;LDG OVH;;300000;300000;;;2023-05-26;100;2023-09-02;2;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLX;LDG OVH;;300000;300000;;;2023-09-19;100;2023-12-27;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;PK-GLY;LDG OVH;;300000;300000;;;2023-01-01;100;2023-11-09;2;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300000;300000;;;2023-01-01;30;2023-01-30;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300001;300001;;;2023-02-01;28;2023-02-28;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300002;300002;;;2023-03-01;31;2023-03-31;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300003;300003;;;2023-04-01;30;2023-04-30;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300004;300004;;;2023-05-01;31;2023-05-31;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300005;300005;;;2023-06-01;30;2023-06-30;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300006;300006;;;2023-07-01;31;2023-07-31;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300007;300007;;;2023-08-01;31;2023-08-31;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300008;300008;;;2023-09-01;30;2023-09-30;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300009;300009;;;2023-10-01;31;2023-10-31;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300010;300010;;;2023-11-01;30;2023-11-30;1;Open;;
Citilink Indonesia;Component;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;REPAIR/EXCHANGE;;300011;300011;;;2023-12-01;31;2023-12-31;1;Open;;
Citilink Indonesia;Engine & APU;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;P-7005;Overhaul;;400000;400000;;;2023-02-01;50;2023-03-22;1;Open;;
Citilink Indonesia;Engine & APU;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;P-7009;Overhaul;;400000;400000;;;2023-03-01;50;2023-04-19;1;Open;;
Citilink Indonesia;Engine & APU;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;P-5297;Overhaul;;400000;400000;;;2023-05-03;50;2023-06-21;1;Open;;
Citilink Indonesia;Engine & APU;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;P-6985;Overhaul;;400000;400000;;;2023-07-04;50;2023-08-22;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-01-01;30;2023-01-30;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-02-01;28;2023-02-28;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-03-01;31;2023-03-31;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-04-01;30;2023-04-30;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-05-01;31;2023-05-31;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-06-01;30;2023-06-30;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-07-01;31;2023-07-31;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-08-01;31;2023-08-31;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-09-01;30;2023-09-30;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-10-01;31;2023-10-31;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-11-01;30;2023-11-30;1;Open;;
Citilink Indonesia;Material Trading;TMB Retail;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;MATERIAL AND LOGISTIC;;100000;100000;;;2023-12-01;31;2023-12-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-01-01;30;2023-01-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-02-01;28;2023-02-28;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-03-01;31;2023-03-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-04-01;30;2023-04-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-05-01;31;2023-05-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-06-01;30;2023-06-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-07-01;31;2023-07-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-08-01;31;2023-08-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-09-01;30;2023-09-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-10-01;31;2023-10-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-11-01;30;2023-11-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;80536.78;80537;;;2023-12-01;31;2023-12-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-01-01;30;2023-01-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-02-01;28;2023-02-28;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-03-01;31;2023-03-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-04-01;30;2023-04-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-05-01;31;2023-05-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-06-01;30;2023-06-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-07-01;31;2023-07-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-08-01;31;2023-08-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-09-01;30;2023-09-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-10-01;31;2023-10-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-11-01;30;2023-11-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;1871167.66;1871168;;;2023-12-01;31;2023-12-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-01-01;30;2023-01-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-02-01;28;2023-02-28;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-03-01;31;2023-03-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-04-01;30;2023-04-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-05-01;31;2023-05-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-06-01;30;2023-06-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-07-01;31;2023-07-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-08-01;31;2023-08-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-09-01;30;2023-09-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-10-01;31;2023-10-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-11-01;30;2023-11-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;609351.19;609351;;;2023-12-01;31;2023-12-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-01-01;30;2023-01-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-02-01;28;2023-02-28;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-03-01;31;2023-03-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-04-01;30;2023-04-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-05-01;31;2023-05-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-06-01;30;2023-06-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-07-01;31;2023-07-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-08-01;31;2023-08-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-09-01;30;2023-09-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-10-01;31;2023-10-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-11-01;30;2023-11-30;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;26523.52;26524;;;2023-12-01;31;2023-12-31;1;Open;;
Citilink Indonesia;Others;PBTH;2023;GA;Organic;;RKAP;;;;;AP;KAM;;;;;;;137554.17;137554;;;2023-01-01;30;2023-01-30;1;Open;;
